Sentence,Category,Spacy
" Edson, Bantam Books, 1969 Tarzan of the Apes, Ballantine 1969 The Return of Tarzan, Ballantine, 1969 The Beasts of Tarzan, Ballantine 1969 The Son of Tarzan, Ballantine 1969 Tarzan and the Jewels of Opar, Ballantine 1969 Jungle Tales of Tarzan, Ballantine 1969 Tarzan the Untamed, Ballantine 1969 Tarzan the Terrible, Ballantine 1969 Tarzan and the Golden Lion, Ballantine 1969 Tarzan and the Ant Men, Ballantine 1969 Tarzan and the Lost Empire, Ballantine 1969 Tarzan at the Earth's Core, Ballantine 1970 Tarzan the Invincible, Ballantine 1970 Tarzan Triumphant, Ballantine 1970 Tarzan and the City of Gold, Ballantine 1970 Tarzan and the Lion Man, Ballantine 1970 Tarzan and the Leopard Men, Ballantine 1970 Tarzan's Quest, Ballantine 1974 Tarzan and the Foreign Legion, Ballantine, 1964 Tarzan and the Madman, Ballantine 1965 Tarzan and the Castaways, Ballantine, 1965 A Princess of Mars, Ballantine 1963 The Gods of Mars, Ballantine 1963 The Warlord of Mars, Ballantine 1963 Thuvia, Maid of Mars, Ballantine 1963, 1969 (new painting) The Chessmen of Mars, Ballantine 1963 The Master Mind of Mars, Ballantine 1963 A Fighting Man of Mars, Ballantine 1963 Swords of Mars, Ballantine 1963 Synthetic Men of Mars, Ballantine 1963 Llana of Gathol, Ballantine 1963 John Carter of Mars, Ballantine 1965 Tarzan at the Earth's Core, Ballantine 1974 Robert K.",H0,"[[0, 6, 'H0'], [1342, 1348, 'H0'], [1349, 1351, 'H0']]"
" Abbett official website, with paintings and a biography.",H0,"[[0, 6, 'H0']]"
" Bob Abbett at the Internet Speculative Fiction Database AskART Robert Abbett biography A large version of the 1962 painting by Robert Abbett for the Ace Book Earth Abides Painting for the 1969 cover of The Convenient Marriage, by Georgette Heyer.",H0,"[[0, 3, 'H0'], [4, 10, 'H0'], [63, 69, 'H0'], [70, 76, 'H0'], [127, 133, 'H0'], [134, 140, 'H0'], [230, 239, 'H0'], [240, 246, 'H0']]"
 This page has an interview/biography of Robert K.,H0,"[[40, 46, 'H0'], [47, 49, 'H0']]"
 Abbett that talks about his career as a book illustrator.,H0,"[[0, 6, 'H0']]"
 Mehmet Abbasoğlu (born Mehmet Tongac 10 June 1955 – 5 June 2015) was a Kurdish politician and former leader of Democratic People's Party in Turkey.,H0,"[[0, 6, 'H0'], [7, 16, 'H0'], [23, 29, 'H1'], [30, 36, 'H1'], [37, 39, 'H1'], [40, 44, 'H1'], [45, 49, 'H1'], [50, 51, 'H1'], [52, 53, 'H1'], [54, 58, 'H1'], [59, 64, 'H1'], [65, 68, 'H1'], [71, 78, 'H1'], [79, 89, 'H1'], [94, 100, 'H1'], [101, 107, 'H1'], [108, 110, 'H1'], [111, 121, 'H1'], [122, 130, 'H1'], [131, 136, 'H1'], [140, 147, 'H1']]"
 Abbasoglu was born in Buyukkadikoy in Diyarbakır as the last of 5 children of Abas and Hani Tongac who were originally from Dersim.,H0,"[[0, 9, 'H0'], [22, 34, 'H1'], [35, 37, 'H1'], [38, 48, 'H1'], [78, 82, 'H0'], [87, 91, 'H0'], [92, 98, 'H0']]"
 He lost his father when he was 6.,None,[]
 He attended the military school when he was 14 and started duty as a sergeant.,None,[]
 He married to Feride Abbasoglu in 1976.,H0,"[[3, 10, 'H1'], [14, 20, 'H0'], [21, 30, 'H0']]"
 After retiring from army service in 1995 Abbasoglu became an active member of Kurdish HADEP.,H0,"[[41, 50, 'H0'], [61, 67, 'H1'], [68, 74, 'H1'], [78, 85, 'H1'], [86, 92, 'H1']]"
 He founded Democratic People's Party in 1997.,H1,"[[11, 21, 'H1'], [22, 30, 'H1'], [31, 36, 'H1']]"
" After the Constitutional Court banned HADEP, DEHAP was the continuation party.",H1,"[[38, 44, 'H1'], [45, 50, 'H1']]"
 At legislative election in November 2002 his party won 6.,None,[]
 2 of the popular vote.,None,[]
 But because of the 10 percent election threshold the party could not send representatives to Turkish parliament.,None,[]
 Abbasoglu was sentenced to one year in prison in 2004 by Turkish courts for an alleged false documentation of DEHAP to the High Electoral Committee.,H0,"[[0, 9, 'H0'], [110, 115, 'H1']]"
 The decision by the court was thought to be a political one.,None,[]
 After released from prison in 2005 Abbasoglu returned to politics and served as a member of Peace and Democracy Party's Municipality Committee.,H0,"[[35, 44, 'H0'], [82, 88, 'H1'], [92, 97, 'H1'], [98, 101, 'H1'], [102, 111, 'H1'], [112, 119, 'H1'], [120, 132, 'H1'], [133, 143, 'H1']]"
 On 14 April 2009 he was arrested along with 51 Kurdish politicians in Diyarbakır by Turkish police.,None,[]
 He was released in 2014 after 5 years.,None,[]
 He returned to his job in Municipality Committee and continued to work until he was diagnosed with lung cancer in April 2015.,H1,"[[26, 38, 'H1'], [39, 48, 'H1']]"
" After his cancer diagnosis, despite efforts, he died in Diyarbakir Memorial Hospital on 5 June 2015.",H1,"[[45, 47, 'H1'], [48, 52, 'H1'], [53, 55, 'H1'], [56, 66, 'H1'], [67, 75, 'H1'], [76, 84, 'H1'], [85, 87, 'H1'], [88, 89, 'H1'], [90, 94, 'H1'], [95, 100, 'H1']]"
" Khalid Hassan Abbas (March 17, 1936 – August 20, 2015) (Arabic: خالد حسن عباس‎) was a Sudanese General and politician.",H0,"[[0, 6, 'H0'], [7, 13, 'H0'], [14, 19, 'H0'], [27, 30, 'H1'], [31, 35, 'H1'], [38, 44, 'H1'], [45, 48, 'H1'], [49, 54, 'H1'], [64, 68, 'H1'], [86, 94, 'H1'], [95, 102, 'H1'], [103, 106, 'H1'], [107, 118, 'H1']]"
" Abbas served as vice president, minister of defence, minister of health, minister of communications and transport and commander in chief of the armed forces of Sudan.",H0,"[[0, 5, 'H0'], [6, 12, 'H1'], [13, 15, 'H1'], [16, 20, 'H1'], [21, 31, 'H1'], [32, 40, 'H1'], [41, 43, 'H1'], [44, 52, 'H1'], [53, 61, 'H1'], [62, 64, 'H1'], [65, 72, 'H1'], [73, 81, 'H1'], [85, 99, 'H1'], [100, 103, 'H1'], [104, 113, 'H1'], [118, 127, 'H1'], [128, 130, 'H1'], [131, 136, 'H1'], [144, 149, 'H1'], [150, 156, 'H1'], [157, 159, 'H1'], [160, 166, 'H1']]"
 He is recognised for his intelligence although he remained silent and peaceful all his life.,None,[]
" Abbas rose to prominence as a result of his involvement in the 1969 Sudanese coup d'état, following which he became the Deputy Chairman of the ruling National Revolutionary Command Council.",H0,"[[0, 5, 'H0'], [120, 126, 'H1'], [127, 135, 'H1'], [150, 158, 'H1'], [159, 172, 'H1'], [173, 180, 'H1'], [181, 189, 'H1']]"
 Abbas was appointed as Minister of Defense on 29 October 1969 following a cabinet reshuffle implemented to strengthen the army's control over the Sudanese government.,H0,"[[0, 5, 'H0'], [23, 31, 'H1'], [32, 34, 'H1'], [35, 42, 'H1'], [146, 154, 'H1'], [155, 166, 'H1']]"
" Abbas, an anti-Mahdist and non-communist, was given the role.",H0,"[[0, 6, 'H0']]"
" As Defense Minister he, alongside Babiker, would push Nimeiry to adopt a more aggressive response to the rising threat to the government posed by the Ansar movement, resulting in the brutal crackdown seen on Aba Island in 1970.",H0,"[[34, 42, 'H0'], [54, 61, 'H0']]"
" Abbas's tenure also saw the attempted 1971 Sudanese coup d'état, during which his younger brother was killed.",H0,"[[0, 7, 'H0']]"
" The RCC was disbanded following the 1971 coup attempt at Abbas's insistence, and Nimeiry instead assumed the title of President in September 1971.",H0,"[[57, 64, 'H0'], [81, 88, 'H0'], [118, 127, 'H1']]"
" Abbas served as Defense Minister until 16 April 1972, at which point Nimeiry took over the role.",H0,"[[0, 5, 'H0'], [16, 23, 'H1'], [24, 32, 'H1'], [69, 76, 'H0']]"
 Abbas died on 20 August 2015 in Omdurman and was buried in Albakri cemetery in Omdurman .,H0,"[[0, 5, 'H0'], [6, 10, 'H1'], [14, 16, 'H1'], [17, 23, 'H1'], [24, 28, 'H1'], [32, 40, 'H1'], [59, 66, 'H1'], [67, 75, 'H1'], [79, 87, 'H1']]"
" George Abanga, also known as King George (August 4, 1976 – September 10, 2015), was a Ghanaian reporter for the radio station Success FM, in Accra, Brong-Ahafo Region, and for Peace FM, in Goaso, Greater Accra Region.",H0,"[[0, 6, 'H0'], [7, 14, 'H0'], [29, 33, 'H0'], [34, 40, 'H0'], [49, 51, 'H1'], [52, 56, 'H1'], [59, 68, 'H1'], [69, 72, 'H1'], [73, 79, 'H1'], [86, 94, 'H1'], [95, 103, 'H1'], [126, 133, 'H1'], [134, 137, 'H1'], [176, 181, 'H1'], [182, 185, 'H1']]"
 He was murdered in 2015.,None,[]
" George Abanga was born on August 4, 1976.",H0,"[[0, 6, 'H0'], [7, 13, 'H0'], [18, 22, 'H1'], [26, 32, 'H1'], [33, 35, 'H1'], [36, 41, 'H1']]"
 He had a daughter named Emefa and a wife whose name is unidentified.,H0,"[[24, 29, 'H0'], [36, 40, 'H1']]"
 Abanga was murdered at age 39.,H0,"[[0, 6, 'H0'], [23, 26, 'H1'], [27, 30, 'H1']]"
" George Abanga began as a tailor, but later moved to radio to become a serial caller.",H0,"[[0, 6, 'H0'], [7, 13, 'H0'], [25, 32, 'H1']]"
" For ten years, he was a reporter at Success FM in Goaso.",H1,"[[24, 32, 'H1'], [36, 43, 'H1'], [44, 46, 'H1']]"
 He was also a correspondent for Peace FM in Accra.,H1,"[[14, 27, 'H1'], [32, 37, 'H1'], [38, 40, 'H1']]"
 Abanga's reporting could have been a factor in his murder.,H0,"[[0, 8, 'H0']]"
 He had just reported issues concerning some of the cocoa farmers from Sankore.,None,[]
 There had been theft of fertilizers in that area.,None,[]
 He had also recently reported some regional political tensions.,None,[]
 Police have connected some of Abanga's work to his death.,H0,"[[30, 38, 'H0']]"
" On September 10, 2015, George Abanga was murdered on his drive home after reporting a theft of fertilizer in Sankore in the Brong-Ahafo Region.",H0,"[[3, 12, 'H1'], [13, 16, 'H1'], [17, 22, 'H1'], [23, 29, 'H0'], [30, 36, 'H0']]"
 His attackers had the road blocked off.,None,[]
" His left arm was shot, close to the shoulder.",None,[]
" None of his belongings were taken, which led the investigators to believe that the murder was related to his journalist work and was not a robbery.",None,[]
" At the time of his death, he had a wallet, containing GHS 160 in Ghanaian currency, two mobile phones, and a motorcycle.",None,[]
" After the shooting, he was taken to the District Hospital in Goaso.",H1,"[[40, 48, 'H1'], [49, 57, 'H1'], [58, 60, 'H1'], [61, 67, 'H1']]"
 He was declared dead upon arrival at the hospital.,None,[]
" The police issued the following statement after Abanga was killed: ""We cannot suspect robbery at the moment.",H0,"[[48, 54, 'H0']]"
 Also he is not around to tell us what happened; that is why we are treating this as murder.,None,[]
" ""The suspect who confessed to the crime was a man in his mid-40s.",None,[]
" Although the motive was not determined, the man confessed because he said he believed Abanga's ghost was chasing him.",H0,"[[86, 94, 'H0']]"
 The motive of Abanga's murderers was hard for investigators to determine.,H0,"[[14, 22, 'H0']]"
 The police believed that the murder was connected to Abanga's stories about stolen fertilizers from cocoa farmers in the area.,H0,"[[53, 61, 'H0']]"
 It could also have been connected to his reporting on the political problems with the President John Dramani Mahama's National Democratic Congress.,H0,"[[86, 95, 'H1'], [96, 100, 'H0'], [101, 108, 'H0'], [109, 117, 'H0'], [118, 126, 'H1'], [127, 137, 'H1'], [138, 147, 'H1']]"
 Editor at Success FM Atiewin Mohammed suspected a different story to be the reasoning behind Abanga's murder.,H0,"[[0, 6, 'H1'], [10, 17, 'H1'], [18, 20, 'H1'], [21, 28, 'H0'], [29, 37, 'H0'], [93, 101, 'H0']]"
 Abanga had reported on the National Democratic Congress political party.,H0,"[[0, 6, 'H0'], [27, 35, 'H1'], [36, 46, 'H1'], [47, 55, 'H1']]"
 Some of the members from Asibrem demanded the sack of some of the members of the party.,H0,"[[25, 32, 'H0']]"
 This political story could have been another motive for the murder.,None,[]
 Abanga had also led a protest of nine followers of the National Democratic Congress.,H0,"[[0, 6, 'H0'], [55, 63, 'H1'], [64, 74, 'H1'], [75, 84, 'H1']]"
 He had stated that the LESDEP planners took their money to provide them with tricycles but nothing was delivered.,H1,"[[23, 29, 'H1']]"
 Another possible explanation for his death was that the armed attackers had mistaken him for a cocoa purchaser whom they had been chasing to rob.,None,[]
" Violence against reporters is uncommon in Ghana, which made this case unusual.",None,[]
" Of the journalists worldwide killed in 2015, two-thirds of them were murdered as a direct result of their work.",None,[]
" In 2015, South Sudan, Poland, and Ghana made it onto the Committee to Protect Journalists' (CPJ) killed database for the first time.",None,[]
 George Abanga was just one of the many journalists who were killed due to their profession.,H0,"[[0, 6, 'H0'], [7, 13, 'H0'], [39, 50, 'H1']]"
" The most common reporting topics that led to journalists being attacked or killed dealt with politics, then war and human rights.",None,[]
 The Concerned Youth of Asunafo South has stated that people have been targeted and killed while law enforcers haven't done much to investigate and catch the criminals.,None,[]
 They have tried to spread awareness about this issue.,None,[]
 Reminding law enforcers of this issue may help save other journalists' lives.,None,[]
" Albert Aarons (March 23, 1932 – November 17, 2015) was an American jazz trumpeter.",H0,"[[0, 6, 'H0'], [7, 13, 'H0'], [21, 24, 'H1'], [25, 29, 'H1'], [32, 40, 'H1'], [41, 44, 'H1'], [45, 50, 'H1'], [58, 66, 'H1']]"
" Aarons was born in Pittsburgh, Pennsylvania, and graduated from Wayne State University in Detroit.",H0,"[[0, 6, 'H0'], [19, 30, 'H1'], [31, 44, 'H1'], [64, 69, 'H1'], [70, 75, 'H1'], [76, 86, 'H1'], [90, 98, 'H1']]"
" He began to gain attention as a trumpet player in 1956, and started working with jazz artist Yusef Lateef and pianist Barry Harris in the latter part of that decade in Detroit.",H0,"[[93, 98, 'H0'], [99, 105, 'H0'], [118, 123, 'H0'], [124, 130, 'H0']]"
" After a period playing with jazz organist Wild Bill Davis, he played trumpet in the Count Basie Orchestra from 1961 to 1969.",H0,"[[42, 46, 'H1'], [47, 51, 'H0'], [52, 58, 'H0'], [69, 76, 'H1'], [84, 89, 'H1'], [90, 95, 'H1'], [96, 105, 'H1']]"
" In the 1970s, Aarons worked as a sideman for singers Sarah Vaughan and Ella Fitzgerald, and saxophonist Gene Ammons.",H0,"[[14, 20, 'H0'], [53, 58, 'H0'], [59, 66, 'H0'], [71, 75, 'H0'], [76, 87, 'H0'], [104, 108, 'H0'], [109, 116, 'H0']]"
" He was also a contributor to jazz fusion, playing on School Days with Stanley Clarke, and appears with Snooky Young on the classic 1976 album Bobby Bland and B.",H0,"[[14, 25, 'H0'], [70, 77, 'H0'], [78, 85, 'H0'], [103, 109, 'H0'], [110, 115, 'H0']]"
 B.,None,[]
 King Together Again.,None,[]
 .,None,[]
 .,None,[]
 Live.,None,[]
 Al Aarons & the L.,H0,"[[0, 2, 'H0'], [3, 9, 'H0']]"
 A.,None,[]
" Jazz Caravan (LOSA, 1996?) With Gene Ammons Free Again (Prestige, 1971)With Count Basie The Legend (Roulette, 1961) Back with Basie (Roulette, 1962) Basie in Sweden (Roulette, 1962) On My Way & Shoutin' Again! (Verve, 1962) This Time by Basie! (Reprise, 1963) More Hits of the 50's and 60's (Verve, 1963) Pop Goes the Basie (Reprise, 1965) Basie Meets Bond (United Artists, 1966) Live at the Sands (Before Frank) (Reprise, 1966 [1998]) Sinatra at the Sands (Reprise, 1966) with Frank Sinatra Basie's Beatle Bag (Verve, 1966) Broadway Basie's.",H0,"[[32, 36, 'H0'], [37, 43, 'H0'], [478, 483, 'H0'], [484, 491, 'H0']]"
 .,None,[]
 .,None,[]
" Way (Command, 1966) Hollywood.",None,[]
 .,None,[]
 .,None,[]
" Basie's Way (Command, 1967) Basie's Beat (Verve, 1967) Basie's in the Bag (Brunswick, 1967) The Happiest Millionaire (Coliseum, 1967) Half a Sixpence (Dot, 1967) The Board of Directors (Dot, 1967) with The Mills Brothers Manufacturers of Soul (Brunswick, 1968) with Jackie Wilson The Board of Directors Annual Report (Dot, 1968) with The Mills Brothers Basie Straight Ahead (Dot, 1968) How About This (Paramount, 1968) with Kay Starr Standing Ovation (Dot, 1969)With Brass Fever Time Is Running Out (Impulse!, 1976)With Kenny Burrell Both Feet on the Ground (Fantasy, 1973)With Frank Capp Live at the Century Plaza (Concord, 1972)With Buddy Collette Blockbuster (RGB, 1973) Jazz for Thousand Oaks (UFO-Bass, 1996)With Ella Fitzgerald Ella and Basie! (Verve, 1963)With Benny Golson Killer Joe (Columbia, 1977)With Eddie Harris How Can You Live Like That? (Atlantic, 1976)With Gene Harris Nexus (1975)With Milt Jackson Memphis Jackson (Impulse!, 1969)With Carmen McRae Can't Hide Love (Blue Note, 1976)With Zoot Sims with the Benny Carter Orchestra Passion Flower: Zoot Sims Plays Duke Ellington (1979) - Al Aarons, Oscar Brashear, Bobby Bryant, Earl Gardner, J.",H0,"[[266, 272, 'H0'], [273, 279, 'H0'], [424, 427, 'H0'], [428, 433, 'H0'], [520, 525, 'H0'], [526, 533, 'H0'], [578, 583, 'H0'], [584, 588, 'H0'], [635, 640, 'H0'], [641, 649, 'H0'], [718, 722, 'H0'], [723, 733, 'H0'], [768, 773, 'H0'], [774, 780, 'H0'], [813, 818, 'H0'], [819, 825, 'H0'], [875, 879, 'H1'], [880, 886, 'H1'], [904, 908, 'H0'], [909, 916, 'H0'], [954, 960, 'H0'], [961, 966, 'H0'], [1005, 1009, 'H1'], [1010, 1014, 'H1'], [1024, 1029, 'H0'], [1030, 1036, 'H0'], [1079, 1083, 'H0'], [1084, 1093, 'H0'], [1103, 1105, 'H0'], [1106, 1113, 'H0'], [1114, 1119, 'H0'], [1120, 1129, 'H0'], [1130, 1135, 'H0'], [1136, 1143, 'H1'], [1144, 1148, 'H0'], [1149, 1157, 'H0'], [1158, 1160, 'H0']]"
 J.,H1,"[[0, 2, 'H1']]"
" Jane Frances Aaron (April 16, 1948 – June 27, 2015) was an American filmmaker and children's book illustrator, best known for her work on Between the Lions and Sesame Street.",H0,"[[0, 4, 'H0'], [5, 12, 'H0'], [13, 18, 'H0'], [26, 29, 'H1'], [30, 34, 'H1'], [37, 41, 'H1'], [42, 45, 'H1'], [46, 51, 'H1']]"
" Aaron mixed live-action shots and animated images to teach children the alphabet, counting skills, and opposites, such as front and back or full and empty.",H0,"[[0, 5, 'H0']]"
 Jane Aaron was born in Manhattan to Sam Aaron and Florence Goldberg.,H0,"[[0, 4, 'H0'], [5, 10, 'H0'], [23, 32, 'H1'], [36, 39, 'H0'], [40, 45, 'H0'], [50, 58, 'H0'], [59, 68, 'H0']]"
 Aaron attended the High School of Music & Art and graduated from Boston University with a bachelor's degree in fine arts.,H0,"[[0, 5, 'H0'], [65, 71, 'H1'], [72, 82, 'H1']]"
" In addition to her animation work, Aaron illustrated the When I'm.",H0,"[[35, 40, 'H0']]"
 .,None,[]
 .,None,[]
 book series written by Barbara Gardiner.,H0,"[[23, 30, 'H0'], [31, 40, 'H0']]"
" She also worked with Oralee Wachter on two films about child sexual abuse and prevention, No More Secrets for Me and Close to Home.",H0,"[[21, 27, 'H0'], [28, 35, 'H0']]"
 The films were later made into books illustrated by Aaron.,H0,"[[52, 58, 'H0']]"
 Aaron's independent films have been shown at the Whitney Biennial and the Museum of Modern Art.,H0,"[[0, 7, 'H0']]"
" Permanent collections of her work exist at the Museum of Modern Art, the Metropolitan Museum of Art, the Hirshhorn Museum and Sculpture Garden and the Walker Art Center.",None,[]
 She received a Guggenheim Fellowship in 1985.,None,[]
" She married Skip Blumberg on January 17, 1988, with whom she had one son, Timothy Aaron.",H0,"[[4, 11, 'H1'], [12, 16, 'H0'], [17, 25, 'H0'], [74, 81, 'H0'], [82, 88, 'H0']]"
" Aaron died of cancer in Manhattan on June 27, 2015, aged 67.",H0,"[[0, 5, 'H0'], [24, 33, 'H1'], [37, 41, 'H1'], [42, 45, 'H1'], [46, 51, 'H1'], [52, 56, 'H1'], [57, 60, 'H1']]"
" In addition to her husband and son, she was survived by her mother and three siblings.",None,[]
" Willem ""Wim"" Aantjes (Dutch pronunciation: [ˈʋɪləm ˈʋɪm ˈaːɲcəs]; 16 January 1923 – 22 October 2015) was a Dutch politician of the Christian Democratic Appeal (CDA).",H0,"[[0, 6, 'H0'], [7, 12, 'H0'], [13, 20, 'H0'], [51, 55, 'H0'], [56, 65, 'H0'], [66, 68, 'H0'], [69, 76, 'H1'], [77, 81, 'H1'], [84, 86, 'H1'], [87, 94, 'H1'], [95, 100, 'H1'], [107, 112, 'H1'], [131, 140, 'H1'], [141, 151, 'H1'], [152, 158, 'H1']]"
" Aantjes a jurist by occupation, was elected as a Member of the House of Representatives on 26 May 1959 after the general election of 1959.",H0,"[[0, 7, 'H0'], [49, 55, 'H1'], [56, 58, 'H1'], [59, 62, 'H1'], [63, 68, 'H1'], [69, 71, 'H1'], [72, 87, 'H1']]"
" He served as the Parliamentary leader of the Anti-Revolutionary Party in the House of Representatives from 22 June 1971 until 30 November 1972, during the period when Barend Biesheuvel the Leader of the Anti-Revolutionary Party served as Prime Minister of the Netherlands.",H0,"[[17, 30, 'H1'], [31, 37, 'H1'], [45, 63, 'H1'], [64, 69, 'H1'], [77, 82, 'H1'], [83, 85, 'H1'], [86, 101, 'H1'], [167, 173, 'H0'], [174, 184, 'H0'], [189, 195, 'H1'], [196, 198, 'H1'], [199, 202, 'H1'], [203, 221, 'H1'], [222, 227, 'H1'], [238, 243, 'H1'], [244, 252, 'H1'], [253, 255, 'H1'], [256, 259, 'H1'], [260, 272, 'H1']]"
 Aantjes became Leader of the Anti-Revolutionary Party and Parliamentary leader on 7 March 1973 and served until 25 May 1977 when the became the Parliamentary leader of the Christian Democratic Appeal in the House of Representatives of the Netherlands from 19 December 1977 until 7 November 1978 when he resigned both his positions.,H0,"[[0, 7, 'H0'], [15, 21, 'H1'], [29, 47, 'H1'], [48, 53, 'H1'], [58, 71, 'H1'], [72, 78, 'H1'], [144, 157, 'H1'], [158, 164, 'H1'], [172, 181, 'H1'], [182, 192, 'H1'], [193, 199, 'H1'], [207, 212, 'H1'], [213, 215, 'H1'], [216, 231, 'H1'], [232, 234, 'H1'], [235, 238, 'H1'], [239, 250, 'H1']]"
